NAME,OUTLET TYPE,PHONE NUMBER,STREET ADDRESS,PAYMENTS ACCEPTED,FARE MEDIA AVAILABLE,LAT,LON,CITY,Location
CVS Store 8741,Ventra Retail Location,,2634 S Pulaski  ,Varies,Varies,41.8435979,-87.724548,Chicago,"2634 Pulaski
Chicago 60623
(41.85304321700045, -87.71752840199969)"
CVS Store 8742,Ventra Retail Location,,5524 W Cermak Rd   ,Varies,Varies,41.850986,-87.7621523,Cicero,"5524 Cermak Rd
Cicero 60804
(41.851090817000454, -87.76246090599966)"
CVS Store 8744,Ventra Retail Location,,9139 Broadway ,Varies,Varies,41.828338,-87.8501186,Brookfield,"9139 Broadway
Brookfield 60513
(41.82866706100049, -87.85006114599969)"
CVS Store 8745,Ventra Retail Location,,771 N Ogden   ,Varies,Varies,41.8960732,-87.6545547,Chicago,"771 Ogden
Chicago 60622
(41.90223302400045, -87.68066971999968)"
CVS Store 8746,Ventra Retail Location,,300 North Eola Rd  ,Varies,Varies,41.757955,-88.243959,Aurora,"300 Eola Rd
Aurora 60502
(41.75793109200049, -88.24321039699964)"
CVS Store 8747,Ventra Retail Location,,6150 N Broadway ,Varies,Varies,41.9937841,-87.6604267,Chicago,"6150 Broadway
Chicago 60660
(41.990840721000495, -87.66241635199964)"
CVS Store 8749,Ventra Retail Location,,3950 W. Devon Ave  ,Varies,Varies,41.997531,-87.727932,Lincolnwood,"3950 Devon Ave
Lincolnwood 60712
(41.99728332300049, -87.72763652999964)"
CVS Store 8750,Ventra Retail Location,,4801 N Central ,Varies,Varies,41.9678898,-87.766942,Chicago,"4801 Central
Chicago 60630
(41.9695936440005, -87.75901885899964)"
CVS Store 8751,Ventra Retail Location,,4051 N Lincoln ,Varies,Varies,41.9553477,-87.6795673,Chicago,"4051 Lincoln
Chicago 60618
(41.94671284600048, -87.70230784699964)"
CVS Store 8752,Ventra Retail Location,,5945 W Dempster St,Varies,Varies,42.0408722,-87.7747721,Morton Grove,"5945 Dempster St
Morton Grove 60053
(42.04090354800047, -87.77488671899965)"
CVS Store 8753,Ventra Retail Location,,3637 N Southport ,Varies,Varies,41.948008,-87.6636539,Chicago,"3637 Southport
Chicago 60613
(41.95275240300049, -87.65692860999968)"
CVS Store 8755,Ventra Retail Location,,2825 W Devon ,Varies,Varies,41.9975331,-87.7006207,Chicago ,"2825 Devon
Chicago 60659
(41.991570682000486, -87.69935758899965)"
CVS Store 8756,Ventra Retail Location,,6200 W Higgins   ,Varies,Varies,41.9747457,-87.783046,Chicago,"6200 Higgins
Chicago 60630
(41.9695936440005, -87.75901885899964)"
CVS Store 8757,Ventra Retail Location,,4001 Main St.,Varies,Varies,42.033225,-87.728452,Skokie,"4001 Main St
Skokie 60076
(42.03346024400048, -87.72901014899969)"
CVS Store 8758,Ventra Retail Location,,4540 N Pulaski  ,Varies,Varies,41.9635174,-87.72791,Chicago,"4540 Pulaski
Chicago 60630
(41.9695936440005, -87.75901885899964)"
CVS Store 8760,Ventra Retail Location,,3333 Central Street,Varies,Varies,42.065073,-87.726764,Evanston,"3333 Central Street
Evanston 60201
(42.06459030500048, -87.72663068599968)"
CVS Store 8761,Ventra Retail Location,,10 South Lewis Ave.,Varies,Varies,42.359294,-87.856637,Waukegan,"10 Lewis Ave
Waukegan 60085
(42.35902956300049, -87.85575083999964)"
CVS Store 8910,Ventra Retail Location,,205 N. Columbus  ,Varies,Varies,41.8856536,-87.6204694,Chicago ,"205 Columbus
Chicago 60601
(41.88582193800045, -87.62477991399965)"
CVS Store 8946,Ventra Retail Location,,4186 Il Route 83 Bldg D,Varies,Varies,42.1798106,-87.9895306,Long Grove,"4186 Il Route
Long Grove 60047
(42.19920111500045, -88.06756638999968)"
CVS Store 8948,Ventra Retail Location,,121 E. Lake St. ,Varies,Varies,41.958317,-88.079476,Bloomingdale,"121 Lake St
Bloomingdale 60108
(41.95797650700047, -88.08400118299966)"
CVS Store 8949,Ventra Retail Location,,15840 S. Cicero Ave. ,Varies,Varies,41.6037526,-87.736663,Oak Forest,"15840 Cicero Ave
Oak Forest 60452
(41.60433290600048, -87.73655981999968)"
CVS Store 8980,Ventra Retail Location,,6510 North Sheridan Rd.,Varies,Varies,42.0006012,-87.6609191,Chicago,"6510 Sheridan Rd
Chicago 60626
(42.00055663800049, -87.66076262299964)"
CVS Store 921,Ventra Retail Location,,1155 W. Jefferson St.,Varies,Varies,41.5208802,-88.2172897,Shorewood,"1155 Jefferson St
Shorewood 60404
(41.52134379100045, -88.21686869099966)"
Cyber Planet,Ventra Retail Location,,4436 S. Archer Avenue,Varies,Varies,41.8128083,-87.706613,Chicago,"4436 Archer Avenue
Chicago 60632
(41.81275383800045, -87.70645730499967)"
Damen Chicago C E,Ventra Retail Location,,744 North Damen,Varies,Varies,41.8953867,-87.6771614,Chicago,"744 Damen
Chicago 60622
(41.90223302400045, -87.68066971999968)"
Damen Chicago Currency,Currency Exchange,312-733-4947,744 N. Damen Avenue,Varies,Purchase Transit Cards and Passes.,41.895432,-87.677038,Chicago,"744 Damen Avenue
Chicago, IL 60622
(41.89544303200046, -87.67706632199969)"
Damen Rail Station,CTA Rail Station,1-888-YOURCTA,2010 S. Damen Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.854517,-87.675975,Chicago,"2010 Damen Avenue
Chicago, IL 60608
(41.85476297500048, -87.67593048099968)"
Damen/Milwaukee Rail Station,CTA Rail Station,1-888-YOURCTA,1588 N. Damen Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.909744,-87.677437,Chicago,"1588 Damen Avenue
Chicago, IL 60622
(41.90994153000048, -87.67750547499969)"
Damen-Ravenswood Rail Station,CTA Rail Station,1-888-YOURCTA,4643-47 N. Damen Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.966286,-87.678639,Chicago,"4643 Damen Avenue
Chicago, IL 60640
(41.971470687000476, -87.66114760999966)"
Davis Pantry,Ventra Retail Location,,927 Davis Street,Varies,Varies,42.0471694,-87.6847436,Evanston,"927 Davis Street
Evanston 60201
(42.04710236200049, -87.68463388899966)"
Davis Rail Station,CTA Rail Station,1-888-YOURCTA,1612 N. Benson Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,42.04771,-87.683543,Evanston,"1612 Benson Avenue
Evanston, IL 60201
(42.04730748700047, -87.68345594199968)"
Del-Kar Pharmacy,Ventra Retail Location,,3726 W. 16th Street,Varies,Varies,41.8589397,-87.7187502,Chicago,"3726 16th Street
Chicago 60623
(41.85895973400045, -87.71868352999968)"
Delobian Foods,Ventra Retail Location,,7424 N. Western Avenue,Varies,Varies,42.0166366,-87.6902623,Chicago,"7424 Western Avenue
Chicago 60645
(42.01658959400049, -87.69023753399966)"
Dempster Dodge Currency,Currency Exchange,847-491-1400,1830 Dempster Street,Varies,Purchase Transit Cards and Passes.,42.041164,-87.698082,Evanston,"1830 Dempster Street
Evanston, IL 60201
(42.0411197090005, -87.69873601899968)"
Dempster Rail Station,CTA Rail Station,1-888-YOURCTA,1316 N. Sherman Avenue,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,42.041655,-87.681602,Evanston,"1316 Sherman Avenue
Evanston, IL 60201
(42.04185001100046, -87.68230007899967)"
Devon Clark Currency,Currency Exchange,773-743-3400,6301 N. Clark,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.996412,-87.670225,Chicago,"6301 Clark
Chicago, IL 60660
(41.990840721000495, -87.66241635199964)"
"Devon Clark Currency Exchange, Inc",Ventra Retail Location,,6301 N Clark,Varies,Varies,41.996753,-87.669815,Chicago,"6301 Clark
Chicago 60660
(41.990840721000495, -87.66241635199964)"
Devon Western Currency,Currency Exchange,773-274-2600,2400 W. Devon,Varies,"Purchase Chicago Cards, Transit Cards, and Passes AND add value to Chicago Cards using Touch-n-Go.",41.997728,-87.689944,Chicago,"2400 Devon
Chicago, IL 60645
(42.008563998000454, -87.69159740899966)"
"Devon Western Currency Exchange, Inc",Ventra Retail Location,,2400 W Devon,Varies,Varies,41.998077,-87.690339,Chicago,"2400 Devon
Chicago 60659
(41.991570682000486, -87.69935758899965)"
Discount Pantry,Ventra Retail Location,,4155 W. 63rd Street,Varies,Varies,41.7784977,-87.7273802,Chicago,"4155 63rd Street
Chicago 60629
(41.77860065600049, -87.72685440199967)"
Diversey Rail Station,CTA Rail Station,1-888-YOURCTA,940-44 W. Diversey Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.932732,-87.653131,Chicago,"940 Diversey Avenue
Chicago, IL 60657
(41.9221204910005, -88.17959967099966)"
Diversey Southport C E,Ventra Retail Location,,1356 W  Diversey Pkwy,Varies,Varies,41.9325785,-87.663304,Chicago,"1356 Diversey Pkwy
Chicago 60614
(41.9324811300005, -87.66336001299965)"
Diversey Southport Currency,Currency Exchange,773-248-6224,1356 W. Diversey Avenue,Varies,Purchase Transit Cards and Passes.,41.932483,-87.663429,Chicago,"1356 Diversey Avenue
Chicago, IL 60614
(41.9221204910005, -88.17959967099966)"
Division & Clark Currency,Currency Exchange,312-642-5580,113 W. Division Street,Varies,Purchase Transit Cards and Passes.,41.90389,-87.632088,Chicago,"113 Division Street
Chicago, IL 60610
(41.95660641800049, -87.91995854699968)"
Division Clark C E,Ventra Retail Location,,113 West Division Street,Varies,Varies,41.9038755,-87.6320874,Chicago,"113 Division Street
Chicago 60610
(41.95660641800049, -87.91995854699968)"
Division/Milwaukee Rail Station,CTA Rail Station,1-888-YOURCTA,1200 N. Milwaukee Avenue,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.903355,-87.666496,Chicago,"1200 Milwaukee Avenue
Chicago, IL 60642
(41.9034068900005, -87.66660402099967)"
DM News Stand,Ventra Retail Location,,203 N. LaSalle Street,Varies,Varies,41.88614,-87.631951,Chicago,"203 LaSalle Street
Chicago 60601
(41.88596003400045, -87.63246040899969)"
Dollar Buys Plus,Ventra Retail Location,,1130 Bryn Mawr Avenue,Varies,Varies,41.983784,-87.6592702,Chicago,"1130 Bryn Mawr Avenue
Chicago 60660
(41.983650534000446, -87.65929015199964)"
Dollar City,Ventra Retail Location,,5849 S. Pulaski Road,Varies,Varies,41.7866188,-87.7228959,Chicago,"5849 Pulaski Road
Chicago 60629
(41.7865722300005, -87.72293134899968)"
Dominick's,Food Store,773-638-1399,3240 W Roosevelt Rd,Cash,Purchase new Transit Cards and Passes AND add value to Transit Cards and Chicago Cards.,41.8665,-87.707107,Chicago,"3240 Roosevelt Rd
Chicago, IL 60624
(41.86642701700049, -87.70714638599969)"
Dominick's,Food Store,773-955-4775,7100 S Jeffery Blvd,Cash,Purchase new Transit Cards and Passes AND add value to Transit Cards and Chicago Cards.,41.76599,-87.573787,Chicago,"7100 Jeffery Blvd
Chicago, IL 60649
(41.76596423800049, -87.57633469299964)"
Dominick's #0012,Food Store,773-769-2300,6009 N. Broadway Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.991179,-87.660302,Chicago,"6009 Broadway Avenue
Chicago, IL 60660
(42.319872173000476, -87.85130773099968)"
Dominick's #1009,Food Store,847-965-8010,6931 Dempster,Varies,Purchase Transit Cards and Passes.,42.04085,-87.798638,Morton Grove,"6931 Dempster
Morton Grove, IL 60053
(42.04082383600047, -87.79876919299966)"
Dominick's #1032,Food Store,847-696-2360,1900 S. Cumberland Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.98737,-87.836608,Park RIdge,"1900 Cumberland Avenue
Park RIdge, IL 60068
(41.98739886700048, -87.83664048999964)"
Dominick's #1100,Food Store,773-247-2633,3145 S. Ashland Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.836466,-87.665714,Chicago,"3145 Ashland Avenue
Chicago, IL 60608
(41.83614110600047, -87.66571066899968)"
Dominick's #1101,Food Store,847-299-5550,1555 Lee Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.0248,-87.89442,Des Plaines,"1555 Lee Street
Des Plaines, IL 60018
(42.02428551000048, -87.89438206499966)"
Dominick's #1102,Food Store,708-597-4814,3243 W. 115th Street,Varies,Purchase Transit Cards and Passes.,41.684237,-87.702257,Merrionette Park,"3243 115th Street
Alsip, IL 60803
(41.684236574000465, -87.70151347399968)"
Dominick's #1113,Food Store,773-774-6006,6312 N. Nagle Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.995984,-87.78749,Chicago,"6312 Nagle Avenue
Chicago, IL 60646
(41.99593863300049, -87.78753159699966)"
Dominick's #1124,Food Store,708-383-8090,259 Lake Street,Varies,Purchase Transit Cards and Passes.,41.888232,-87.78183,Oak Park,"259 Lake Street
Oak Park, IL 60302
(41.888205980000464, -87.78183465199965)"
Dominick's #1130,Food Store,773-955-4775,2101 E. 71st Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.7661,-87.573789,Chicago,"2101 71st Street
Chicago, IL 60649
(41.76608476100046, -87.57371574799964)"
Dominick's #1137,Food Store,847-864-2090,2748 Green Bay Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.067948,-87.701817,Evanston,"2748 Green Bay Road
Evanston, IL 60201
(42.06852074000045, -87.70231061399966)"
Dominick's #1147,Food Store,312-850-3915,1340 S. Canal Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.864524,-87.639157,Chicago,"1340 Canal Street
Chicago, IL 60607
(41.8650547360005, -87.63921168099967)"
Dominick's #1695,Food Store,773-248-0049,959 W. Fullerton Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.925378,-87.653491,Chicago,"959 Fullerton Avenue
Chicago, IL 60614
(41.92536897600047, -87.65323127999966)"
Dominick's #1698,Food Store,773-761-7022,1763 W. Howard,Varies,Purchase Transit Cards and Passes.,42.019398,-87.675058,Evanston,"1763 Howard
Evanston, IL 60202
(42.01938817100046, -87.69789292399969)"
Dominick's #1700,Food Store,847-866-9026,1910 Dempster,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.041123,-87.699425,Evanston,"1910 Dempster
Evanston, IL 60201
(42.04095267000048, -87.70989947499965)"
Dominick's #1703,Food Store,312-279-1305,255 E. Grand Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.8918,-87.620447,Chicago,"255 Grand Avenue
Chicago, IL 60611
(41.89175847000047, -87.62134037499965)"
Dominick's #1727,Food Store,708-453-5572,3141 N. Thatcher,Varies,Purchase Transit Cards and Passes.,41.93664,-87.836011,River Grove,"3141 Thatcher
River Grove, IL 60171
(41.9366639750005, -87.83597600899964)"
Dominick's #1730,Food Store,847-673-0635,6850 McCormick,Varies,Purchase Transit Cards and Passes.,42.005468,-87.711629,Lincolnwood,"6850 McCormick
Lincolnwood, IL 60712
(42.00635239100046, -87.73483890399967)"
Dominick's #1875,Food Store,312-279-8861,1 N. Halsted Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.881812,-87.647362,Chicago,"1 Halsted Avenue
Chicago, IL 60661
(41.88249366400049, -87.64274651299968)"
Dominick's #2132,Food Store,708-747-6300,4233 W. 211th Street,Varies,Purchase Transit Cards and Passes.,41.506098,-87.717995,Matteson,"4233 211th Street
Matteson, IL 60443
(41.506070897000484, -87.71807254199967)"
Dominick's #2153,Food Store,312-274-1299,424 W. Division,Varies,Purchase Transit Cards and Passes.,41.903774,-87.639435,Chicago,"424 Division
Chicago, IL 60610
(41.90544398300045, -87.63214904399968)"
Dominick's #2304,Food Store,773-935-5777,2550 N. Clybourn Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.927942,-87.673146,Chicago,"2550 Clybourn Avenue
Chicago, IL 60614
(41.927770600000486, -87.67294008899967)"
Dominick's #2775,Food Store,773-799-9000,2021 W Chicago Ave,Varies,Purchase Transit Cards and Passes.,41.895894,-87.677894,Chicago,"2021 Chicago Ave
Chicago, IL 60612
(42.02236216900047, -87.67703618299964)"
Dominick's #2889,Food Store,773-442-1158,5233 N. Lincoln Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.976882,-87.692426,Chicago,"5233 Lincoln Avenue
Chicago, IL 60625
(41.97688445500046, -87.69240772799964)"
Dominick's #2890,Food Store,773-506-0558,5201 N. Sheridan Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.976487,-87.654987,Chicago,"5201 Sheridan Road
Chicago, IL 60640
(41.976810585000464, -87.65501057499966)"
Dominick's #2984,Food Store,773-681-9171,6623 N. Damen,Varies,Purchase Transit Cards and Passes.,42.002221,-87.680276,Chicago,"6623 Damen
Chicago, IL 60645
(42.008563998000454, -87.69159740899966)"
Dominick's #3002,Food Store,708-366-8575,7501 W. North Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.908664,-87.81317,River Forest,"7501 North Avenue
River Forest, IL 60707
(41.90868167500048, -87.81319693999967)"
Dominicks Store #1086,Food Store,773-929-8910,3350 N Western Ave,Cash,Purchase new Transit Cards and Passes AND add value to Transit Cards and Chicago Cards.,41.942203,-87.688397,Chicago,"3350 Western Ave
Chicago, IL 60618
(41.942673226000466, -87.68818724599964)"
Double R Food & Liquor,Ventra Retail Location,,10034 S. Michigan Avenue   ,Varies,Varies,41.711604,-87.6203589,Chicago,"10034 Michigan Avenue
Chicago 60628
(41.71160012200045, -87.62000077999966)"
East 63rd-Cottage Gr,Currency Exchange,773-667-1300,800 E. 63rd Street,Varies,Purchase Transit Cards and Passes.,41.780411,-87.605866,Chicago,"800 63rd Street
Chicago, IL 60637
(41.780430486000455, -87.60579570299967)"
East Side C E,Ventra Retail Location,,10108 S. Ewing Ave,Varies,Varies,41.7116319,-87.5352945,Chicago,"10108 Ewing Ave
Chicago 60617
(41.71174046800047, -87.53530643199969)"
Economy C E,Ventra Retail Location,,721 W Armitage Ave,Varies,Varies,41.918054,-87.64699,Chicago,"721 Armitage Ave
Chicago 60614
(41.9182101130005, -87.64699068999965)"
Economy Currency,Currency Exchange,312-266-8040,721 W. Armitage Avenue,Varies,Purchase Transit Cards and Passes.,41.9182,-87.647004,Chicago,"721 Armitage Avenue
Chicago, IL 60614
(41.9182101130005, -87.64699068999965)"
Eddie's Food & Liquor,Food Store,773-375-0799,9809 S. Cottage Grove,Varies,Purchase Transit Cards and Passes.,41.716286,-87.604509,Chicago,"9809 Cottage Grove
Chicago, IL 60628
(41.69259085400046, -87.62300715199967)"
Elgin Mart,Ventra Retail Location,312-461-9572,300 S. State Street,Varies,Varies,42.028881,-88.283114,Elgin,"300 State Street
Elgin 60123
(42.02892025200049, -88.28277055599966)"
Elmwood Park Currency,Currency Exchange,708-453-7234,7300 W. Grand Avenue,Varies,Purchase Transit Cards and Passes.,41.923992,-87.806162,Elmwood Park,"7300 Grand Avenue
Elmwood Park, IL 60707
(41.9244301330005, -87.80892093199964)"
Emerald City Coffee,Other,773-931-3908,3938 N. Sheridan Road,Varies,Purchase Transit Cards and Passes.,41.953899,-87.654529,Chicago,"3938 Sheridan Road
Chicago, IL 60613
(41.953950455000495, -87.65446093599968)"
Envios BMM,Ventra Retail Location,,6137 W. Diversey Avenue,Varies,Varies,41.930827,-87.779814,Chicago,"6137 Diversey Avenue
Chicago 60639
(41.93109032600046, -87.77982003999966)"
Errand Solutions,Other,312-334-1883,"151 E. Wacker, Lobby 2nd Flr.",Varies,Purchase Transit Cards and Passes.,41.888108,-87.622541,Chicago,"151 Wacker
Chicago, IL 60601
(41.88582193800045, -87.62477991399965)"
E's One Stop N Shop,Ventra Retail Location,,1652 E. 79th Street,Varies,Varies,41.7515145,-87.5834831,Chicago,"1652 79th Street
Chicago 60649
(41.75154058700048, -87.58400451299968)"
Evanston Main Foods,Ventra Retail Location,,835 Main Street,Varies,Varies,42.0340897,-87.6835048,Evanston,"835 Main Street
Evanston 60202
(42.034002082000484, -87.68301640999965)"
Express Food and Liquors,Ventra Retail Location,,3905 S. Wentworth,Varies,Varies,41.8238901,-87.6309135,Chicago,"3905 Wentworth
Chicago 60609
(41.81387299200048, -87.65534702799965)"
EZ Food & Liquor,Ventra Retail Location,,5801 St. Charles Road,Varies,Varies,41.8895218,-87.9131724,Berkeley,"5801 St Charles Road
Berkeley 60163
(41.88955590900048, -87.91326789699968)"
Fair Share Fine Foods - 63rd Street,Ventra Retail Location,,6422 W. 63rd Street   ,Varies,Varies,41.7779369,-87.7824003,Chicago,"6422 63rd Street
Chicago 60638
(41.77765010000047, -87.78308099899965)"
Fair Share Fine Foods - Roosevelt,Ventra Retail Location,708-386-6288,6226 W. Roosevelt Road   ,Varies,Varies,41.865404,-87.780357,Oak Park,"6226 Roosevelt Road
Oak Park 60304
(41.86536068100048, -87.78100112999965)"
